DATABASE	DELTAG (kcal/mol)	DELTAG ERROR (kcal/mol)
cpd09954	-18.16	4.82164
cpd09955	-58.27	6.82371
cpd09956	12.95	4.77567
cpd09957	23.54	1.63316
cpd09958	-46.57	7.23823
cpd09959	-145.32	1.12853
cpd09960	14.27	4.75833
cpd09961	-63.88	1.18077
cpd09962	10.98	2.07027
cpd09963	-28.5	2.06228
cpd09964	10000000	10000000
cpd09965	-36.39	1.19503
cpd09966	-78.84	2.88775
cpd09967	76.85	5.23314
cpd09968	-69.54	7.1521
cpd09969	-15.26	0.953132
cpd09970	-73.66	0.572718
cpd09971	-13.92	0.574818
cpd09972	-71.85	0.613443
cpd09973	-68.16	1.11368
cpd09974	-4.71	1.51727
cpd09975	79.38	2.55039
cpd09976	42.64	1.91116
cpd09977	104.99	2.50447
cpd09978	-33.42	1.38445
cpd09979	-46.85	1.6124
cpd09980	10000000	10000000
cpd09981	10000000	10000000
cpd09982	-72.09	1.98542
cpd09983	-47.26	1.78446
cpd09984	-32.61	1.82072
cpd09985	-47.88	2.6195
cpd09986	-21.38	3.12979
cpd09987	72.94	1.81768
cpd09988	10000000	10000000
cpd09989	-34.85	2.0582
cpd09990	-81.02	1.8643
cpd09991	-24.86	2.24418
cpd09992	10000000	10000000
cpd09993	-92.15	1.75081
cpd09994	-266.33	2.2316
cpd09995	60.49	3.12818
cpd09996	-15.76	1.70924
cpd09997	-14.14	1.71149
cpd09998	66.57	5.46803
cpd09999	-114.42	1.48261
cpd10000	8.57	2.17119
cpd10001	10000000	10000000
cpd10002	-18.729	4.04847
cpd10003	10000000	10000000
cpd10004	-26.63	1.0495
cpd10005	10000000	10000000
cpd10006	-31.96	4.29209
cpd10007	-52.56	1.4656
cpd10008	6.5	1.65688
cpd10009	-42.11	2.37217
cpd10010	-8.29	0.879257
cpd10011	54.84	2.40035
cpd10012	-108.04	2.33062
cpd10013	-99.34	2.49495
cpd10014	52.882	4.06373
cpd10015	122.77	3.43483
cpd10016	62.693	5.88113
cpd10017	10000000	10000000
cpd10018	105.67	3.2371
cpd10019	10000000	10000000
cpd10020	10000000	10000000
cpd10021	10000000	10000000
cpd10022	-24.06	1.63445
cpd10023	10000000	10000000
cpd10024	72.504	7.72641
cpd10025	10000000	10000000
cpd10026	-39.71	10.1654
cpd10027	20.78	1.24642
cpd10028	39.811	2.31319
cpd10029	39.811	2.31319
cpd10030	-16.89	1.12652
cpd10031	9.75	1.92217
cpd10032	89.25	5.49893
cpd10033	-74.55	1.25527
cpd10034	10000000	10000000
cpd10035	10000000	10000000
cpd10036	-12.74	2.17431
cpd10037	10000000	10000000
cpd10038	-19.2	2.14364
cpd10039	26.96	1.60054
cpd10040	-12.52	1.71824
cpd10041	23.72	1.59087
cpd10042	10000000	10000000
cpd10043	-68.56	2.22009
cpd10044	-48.8	2.25609
cpd10045	-98.3	2.10214
cpd10046	-55.86	1.96138
cpd10047	-4.46	4.13648
cpd10048	-14.33	1.71953
cpd10049	10000000	10000000
cpd10050	-29.87	0.98899
cpd10051	4.431	2.48165
cpd10052	57.84	1.64106
cpd10053	52.48	1.88953
cpd10054	52.48	1.88953
cpd10055	52.48	1.88953
cpd10056	50.96	2.3552
cpd10057	47.12	2.245
cpd10058	49.04	2.27305
cpd10059	43.68	2.68866
cpd10060	45.6	2.75846
cpd10061	47.52	2.87102
cpd10062	45.6	2.75846
cpd10063	41.76	2.66498
cpd10064	42.16	3.30111
cpd10065	44.08	3.43285
cpd10066	34.88	3.67568
cpd10067	24.96	6.32669
cpd10068	34.88	3.67568
cpd10069	13	2.04095
cpd10070	21.7	2.24097
cpd10071	2.68	3.49303
cpd10072	2.68	3.49303
cpd10073	0.76	3.40111
cpd10074	0.76	3.40111
cpd10075	2.28	2.85829
cpd10076	2.68	3.49303
cpd10077	0.76	3.40111
cpd10078	0.76	3.40111
cpd10079	2.28	2.85829
cpd10081	0.66	4.54056
cpd10082	-56.82	4.25773
cpd10083	83.191	3.48685
cpd10084	-9.91	0.866006
cpd10085	-9.91	0.866006
cpd10086	13.49	2.46329
cpd10087	6.43	2.59384
cpd10088	-5.56	1.98421
cpd10089	-25.95	0.481142
cpd10090	31.24	2.25122
cpd10091	2.4	3.98491
cpd10092	-51.51	1.66562
cpd10093	10000000	10000000
cpd10094	49.38	1.33803
cpd10095	33.06	1.19215
cpd10096	10000000	10000000
cpd10097	10000000	10000000
cpd10098	-56.58	0.99778
cpd10099	-21.44	1.35891
cpd10100	36.07	1.23017
cpd10101	37.7	1.07366
cpd10102	32.01	0.914299
cpd10103	-80.56	1.42257
cpd10104	83.511	2.64538
cpd10105	10000000	10000000
cpd10106	10000000	10000000
cpd10107	17.34	1.78126
cpd10108	-11.51	2.81524
cpd10109	10000000	10000000
cpd10110	10000000	10000000
cpd10111	10000000	10000000
cpd10112	10000000	10000000
cpd10113	10000000	10000000
cpd10114	10000000	10000000
cpd10115	103.56	2.74367
cpd10116	53.262	3.94843
cpd10117	10000000	10000000
cpd10118	22.92	1.37299
cpd10119	10000000	10000000
cpd10120	10000000	10000000
cpd10121	10000000	10000000
cpd10122	10000000	10000000
cpd10123	10000000	10000000
cpd10124	-49.73	1.19036
cpd10125	10000000	10000000
cpd10126	10000000	10000000
cpd10127	2.97	1.79468
cpd10128	10000000	10000000
cpd10129	10000000	10000000
cpd10130	10000000	10000000
cpd10131	10000000	10000000
cpd10132	-120.8	2.41979
cpd10133	10000000	10000000
cpd10134	10000000	10000000
cpd10135	10000000	2.79609
cpd10136	47.156	1.80901
cpd10137	-24.68	2.29493
cpd10138	10000000	10000000
cpd10139	-60.48	2.05683
cpd10140	-47.8	4.28057
cpd10141	10000000	10000000
cpd10142	68.06	2.17682
cpd10143	4.18	2.89023
cpd10144	10000000	10000000
cpd10145	10000000	10000000
cpd10146	44.11	1.3995
cpd10147	-58.34	0.375597
cpd10148	-24.26	1.89577
cpd10149	28.28	1.00107
cpd10150	22.59	0.951034
cpd10151	-17.7	1.43971
cpd10152	-5.38	1.52249
cpd10153	12.36	4.09987
cpd10154	40.07	0.941745
cpd10155	10000000	10000000
cpd10156	67.72	2.44647
cpd10157	-113.81	2.2303
cpd10158	10000000	10000000
cpd10159	30.22	2.6567
cpd10160	10000000	10000000
cpd10161	-18.7	1.38497
cpd10162	-149.1	0.487978
cpd10163	-6.67	0.900909
cpd10164	-3.43	0.966943
cpd10165	-5.05	0.930375
cpd10166	82.92	1.89398
cpd10167	-124.52	1.39319
cpd10168	-120.9	1.35207
cpd10169	10000000	10000000
cpd10170	-1.16	3.34475
cpd10171	-88.92	2.96688
cpd10172	0.83	1.80846
cpd10173	-23.3	2.21521
cpd10174	-28.3	6.82834
cpd10175	-143.05	2.91781
cpd10176	10000000	10000000
cpd10177	-87.99	6.83993
cpd10178	10000000	10000000
cpd10179	10000000	10000000
cpd10180	-3.61	2.74235
cpd10181	9.47	6.87653
cpd10182	-24.86	4.34505
cpd10183	10000000	10000000
cpd10184	-4.16	3.98604
cpd10185	60.43	7.22926
cpd10186	79.64	8.67192
cpd10187	10000000	10000000
cpd10188	-5.4	4.89327
cpd10189	-34.22	7.06765
cpd10190	-16.17	4.90483
cpd10191	-39.84	2.91233
cpd10192	-31.32	6.88208
cpd10193	-9.61	1.1503
cpd10194	-47.56	9.57421
cpd10195	-57.88	4.38625
cpd10196	-64.83	6.81871
cpd10197	-25.289	4.04958
cpd10198	3.23	2.16091
cpd10199	-8.29	4.90767
cpd10200	117.82	2.56526
cpd10201	-15.98	6.80983
cpd10202	-47.41	6.85184
cpd10203	-111.18	1.57342
cpd10204	-98.22	2.04998
cpd10205	-55.08	1.23609
cpd10206	-35.3	1.65916
cpd10207	28.37	1.38505
cpd10208	-25.71	1.06669
cpd10209	10000000	10000000
cpd10210	-161.56	2.45689
cpd10211	11.63	1.75167
cpd10212	10000000	10000000
cpd10213	42.76	2.90574
cpd10214	-67.51	6.16895
cpd10215	-102.16	1.70082
cpd10216	-17.17	1.84358
cpd10217	28.37	1.38505
cpd10218	10000000	10000000
cpd10219	10000000	10000000
cpd10220	-0.86	2.72571
cpd10221	31.62	1.23205
cpd10222	-148.56	1.05802
cpd10223	10000000	10000000
cpd10224	35.97	2.43224
cpd10225	9.57	1.76862
cpd10226	-61.58	0.731975
cpd10227	-19.98	3.61493
cpd10228	-78.6	2.81865
cpd10229	-96.19	0.739497
cpd10230	10000000	10000000
cpd10231	-87.43	1.89519
cpd10232	28.37	1.38505
cpd10233	26.74	1.60825
cpd10234	-54.86	0.990027
cpd10235	-93.39	2.35176
cpd10236	-161.59	1.93607
cpd10237	-163.84	2.19012
cpd10238	-196.18	5.8158
cpd10239	-263.62	3.99949
cpd10240	38.3	2.1214
cpd10241	38.3	2.1214
cpd10242	38.3	2.1214
cpd10243	38.3	2.1214
cpd10244	-1.18	2.17609
cpd10245	-1.18	2.17609
cpd10246	-1.18	2.17609
cpd10247	-1.18	2.17609
cpd10248	10000000	10000000
cpd10249	1.43	1.11159
cpd10250	16.59	2.12162
cpd10251	-76.1	7.12662
cpd10252	-82.66	7.12184
cpd10253	-89.22	6.89087
cpd10254	-66.15	6.82574
cpd10255	10000000	10000000
cpd10256	10000000	10000000
cpd10257	10000000	10000000
cpd10258	10000000	10000000
cpd10259	10000000	10000000
cpd10260	126.17	2.58607
cpd10261	87.87	1.90144
cpd10262	10000000	10000000
cpd10263	10000000	10000000
cpd10264	10000000	10000000
cpd10265	-148.18	1.01852
cpd10266	-48.87	1.27235
cpd10267	10000000	10000000
cpd10268	92.64	5.94542
cpd10269	-151.42	0.939788
cpd10270	24.19	1.88576
cpd10271	31.62	1.23205
cpd10272	42.16	3.30111
cpd10273	-59.23	1.96792
cpd10274	-107.94	1.67775
cpd10275	10000000	10000000
cpd10276	-108.32	1.64677
cpd10277	-101.84	1.85793
cpd10278	-54.41	1.31702
cpd10279	10000000	10000000
cpd10280	71.74	1.79607
cpd10281	-13.16	1.06141
cpd10282	33.24	1.2414
cpd10283	62.87	2.03117
cpd10284	47.12	1.83459
cpd10285	-17.53	6.82688
cpd10286	-49.26	6.77926
cpd10287	-26.98	6.81958
cpd10288	10000000	10000000
cpd10289	-17.8	4.24416
cpd10290	62.63	2.46319
cpd10291	10000000	10000000
cpd10292	-48.73	4.28778
cpd10293	-115.33	7.19919
cpd10294	10000000	10000000
cpd10295	30.71	2.88028
cpd10296	41.9	5.35774
cpd10297	-112.38	7.13083
cpd10298	121.24	5.64248
cpd10299	-64.83	6.81871
cpd10300	-104.18	0.632282
cpd10301	-38.88	1.02139
cpd10302	-27.85	5.39497
cpd10303	-45.32	1.11187
cpd10304	-44.81	7.12266
cpd10305	-82.66	7.12184
cpd10306	-49.48	6.92368
cpd10307	-79.77	7.13865
cpd10308	-79.1	7.19727
cpd10310	52.72	1.75399
cpd10311	-59.87	3.83204
cpd10312	-77.929	2.14805
cpd10313	88.41	2.83199
cpd10314	-59.59	6.83756
cpd10315	10000000	10000000
cpd10316	103.52	6.57561
cpd10317	10000000	10000000
cpd10318	-9.61	1.1503
cpd10319	-39.86	2.84408
cpd10320	10000000	10000000
cpd10321	10000000	10000000
cpd10322	83.55	2.8115
cpd10323	-121.04	7.24532
cpd10324	10000000	10000000
cpd10325	20.64	6.7683
cpd10326	-72.98	9.49423
cpd10327	-44.15	7.43481
cpd10328	10000000	10000000
cpd10329	10000000	10000000
cpd10330	-30	6.87511
cpd10331	-50.81	6.78741
cpd10332	-3.61	2.74235
cpd10333	-102.98	6.94498
cpd10334	-89.51	9.99506
cpd10335	10000000	10000000
cpd10336	-69.58	7.30662
cpd10337	10000000	10000000
cpd10338	46.32	4.07695
cpd10339	-36.54	4.78747
cpd10340	26.4	7.09349
cpd10341	-51.04	7.11744
cpd10342	-57.37	6.78693
cpd10343	10000000	10000000
cpd10344	-22.5	4.50314
cpd10345	-4.98	6.80271
cpd10346	10000000	10000000
cpd10347	-100.7	6.86883
cpd10348	-64.83	6.81871
cpd10349	-11.24	4.24309
cpd10350	-120.73	9.9961
cpd10351	93.59	7.135
cpd10352	10000000	10000000
cpd10353	-55.38	6.82195
cpd10354	49.88	4.8135
cpd10355	-3.61	2.74235
cpd10356	72.2	2.87014
cpd10357	-58	6.89614
cpd10358	-47.39	1.4623
cpd10359	-8.59	4.3664
cpd10360	10000000	10000000
cpd10361	-57.77	6.89793
cpd10362	10000000	10000000
cpd10363	-55.87	6.95191
cpd10364	41.61	1.65051
cpd10365	-23.95	6.92947
cpd10366	-152.66	6.80924
cpd10367	10000000	10000000
cpd10368	41.79	8.67261
cpd10369	-76.1	7.12662
cpd10370	21.42	1.65299
cpd10371	26.38	6.8789
cpd10372	-62.93	10.0302
cpd10373	-129.06	6.83556
cpd10374	-19.68	6.89359
cpd10375	-6.53	6.8154
cpd10376	-3.61	2.74235
cpd10377	54.33	1.90522
cpd10378	-87.12	7.20216
cpd10379	-47.05	9.9868
cpd10380	15.75	4.71338
cpd10381	-66.15	6.82574
cpd10382	-6.93	6.7898
cpd10383	70.12	1.78531
cpd10384	47.43	2.66412
cpd10385	-63.49	0.51342
cpd10386	-40.12	1.10238
cpd10387	-99.72	0.594398
cpd10388	27.41	1.5868
cpd10389	9.41	1.24306
cpd10390	10000000	10000000
cpd10391	-15.15	1.61289
cpd10392	83.511	2.64538
cpd10393	-220.04	1.2165
cpd10394	-32.19	0.721888
cpd10395	-6.86	0.912219
cpd10396	-1.81	1.00984
cpd10397	-37.09	9.63359
cpd10398	10000000	10000000
cpd10399	106.88	2.88653
cpd10400	10000000	10000000
cpd10401	39.811	2.31319
cpd10402	10000000	10000000
cpd10403	-17.69	1.10781
cpd10404	10000000	10000000
cpd10405	10000000	10000000
cpd10406	10000000	10000000
cpd10407	-49.08	1.01661
cpd10408	-42.1	0.307438
cpd10409	10000000	10000000
cpd10410	22.92	1.37299
cpd10411	10000000	10000000
cpd10412	45.56	2.0723
cpd10413	-18.52	1.37464
cpd10414	-78.85	1.10892
cpd10415	6.05	2.7281
cpd10416	-78.66	1.12047
cpd10417	-78.299	2.1932
cpd10418	-60.27	2.3419
cpd10419	-216.15	3.54921
cpd10420	-245.22	3.54604
cpd10421	-242.96	3.51152
cpd10422	-240.82	3.89773
cpd10423	-256.689	3.81975
cpd10424	2.58	4.63722
cpd10425	-294.139	3.84346
cpd10426	6.02	4.06706
cpd10428	4.1	3.98839
cpd10429	10000000	10000000
cpd10430	-4.54	2.15923
cpd10431	8.04	3.0513
cpd10432	13	2.04095
cpd10433	13	2.04095
cpd10434	16.34	2.59382
cpd10435	-5.26	1.97033
cpd10436	-77.02	2.43071
cpd10437	-37.54	2.23197
cpd10438	-11.73	1.09973
cpd10439	10000000	10000000
cpd10440	-8.91	0.941872
cpd10441	-144.98	2.80596
cpd10442	-51.13	2.29641
cpd10443	70.61	3.56258
cpd10444	-14.14	1.71149
cpd10445	-4.38	2.17004
cpd10446	-6.19	2.10618
cpd10447	10000000	10000000
cpd10448	10000000	10000000
cpd10449	10000000	10000000
cpd10450	10000000	10000000
cpd10451	10000000	10000000
cpd10452	18.36	1.74699
cpd10453	-1.16	3.34475
cpd10454	55.9	6.80231
cpd10455	-26.42	4.58627
cpd10456	48.12	1.86084
cpd10457	-289.655	8.00899
cpd10458	103.62	2.38193
cpd10459	-58.97	1.45219
cpd10460	39.68	1.86209
cpd10461	10000000	10000000
cpd10462	-52.5	1.46954
cpd10463	-52.5	1.46954
cpd10464	-58.97	1.45219
cpd10465	-6.27	2.51738
cpd10466	-6.27	2.51738
cpd10467	-6.27	2.51738
cpd10468	-6.27	2.51738
cpd10469	-66.59	1.74944
cpd10470	-66.59	1.74944
cpd10471	-66.59	1.74944
cpd10472	-66.59	1.74944
cpd10473	-11.01	2.14745
cpd10474	-11.01	2.14745
cpd10475	-6.19	2.10618
cpd10476	-11.01	2.14745
cpd10477	-11.01	2.14745
cpd10478	-44.31	2.496
cpd10479	-104.63	1.76366
cpd10480	-15.48	1.70889
cpd10481	-57.06	2.77869
cpd10482	-39.569	2.14909
cpd10483	28.36	2.82665
cpd10484	28.36	2.82665
cpd10485	10000000	10000000
cpd10486	10.411	2.1919
cpd10487	43.451	2.15241
cpd10488	-197.9	2.24612
cpd10489	-197.9	2.24612
cpd10490	-197.9	2.24612
cpd10491	-122.71	1.48746
cpd10492	-145.07	1.31363
cpd10493	-89.94	1.88136
cpd10494	-89.94	1.88136
cpd10495	-89.94	1.88136
cpd10496	-85.11	1.77522
cpd10497	10000000	10000000
cpd10498	10000000	10000000
cpd10499	10000000	10000000
cpd10500	10000000	10000000
cpd10501	10000000	10000000
cpd10502	10000000	10000000
cpd10503	10000000	10000000
cpd10504	-4.54	2.15923
cpd10507	-44.31	2.496
cpd10508	-104.63	1.76366
cpd10509	-34.21	2.18587
cpd10510	-44.31	2.496
cpd10511	-104.63	1.76366
cpd10512	-36.41	3.03368
cpd10513	-240.81	5.61528
cpd10514	-192.44	6.31923
cpd10515	-18.85	0.5
cpd10516	-1.1	0.5
cpd10517	-34.21	2.18587
cpd10518	-34.21	2.18587
cpd10519	-11.01	2.14745
cpd10520	-34.21	2.18587
cpd10521	-11.01	2.14745
cpd10522	-54.23	2.19143
cpd10523	-54.23	2.19143
cpd10524	-82.17	1.50841
cpd10525	-114.55	1.23518
cpd10526	-114.55	1.23518
cpd10527	-630.29	3.58188
cpd10528	-77.35	1.44905
cpd10529	-92.27	2.15971
cpd10530	-152.59	1.2429
cpd10531	-92.27	2.15971
cpd10532	-152.59	1.2429
cpd10533	-92.35	3.85611
cpd10534	-152.67	2.17376
cpd10535	10000000	10000000
cpd10536	10000000	10000000
cpd10537	10000000	10000000
cpd10538	-5.38	1.52249
cpd10539	10000000	10000000
cpd10540	-44.86	1.64751
cpd10541	10000000	10000000
cpd10542	10000000	10000000
cpd10543	10000000	10000000
cpd10544	10000000	10000000
cpd10545	10000000	10000000
cpd10546	10000000	10000000
cpd10547	10000000	10000000
cpd10548	10000000	10000000
cpd10549	10000000	10000000
cpd10550	10000000	10000000
cpd10551	10000000	10000000
cpd10552	10000000	10000000
cpd10553	10000000	10000000
cpd10554	-26.21	2.07061
cpd10555	-42.4	0.82507
cpd10556	-43.94	0.759138
cpd10557	-89.92	0.887455
cpd10558	-259.86	1.85861
cpd10559	-292.92	1.63039
cpd10560	-460.96	3.27752
cpd10561	-261.22	1.78903
cpd10562	-245.6	1.71367
cpd10563	-39.93	0.942518
cpd10564	-45.86	0.995522
cpd10565	-198.6	1.84548
cpd10566	-251.11	1.78068
cpd10567	10000000	10000000
cpd10568	-240.22	1.61971
cpd10569	-154.19	0.792287
cpd10570	10000000	10000000
cpd10571	10000000	10000000
cpd10572	-249.7	1.64233
cpd10573	-141.74	1.04843
cpd10574	-55.92	2.67934
cpd10575	-52.69	7.13822
cpd10576	28.74	7.42643
cpd10577	-96	10.2764
cpd10578	-64.55	7.74553
cpd10579	-51.37	7.13638
cpd10580	10000000	10000000
cpd10581	-33.16	2.35409
cpd10582	10000000	10000000
cpd10583	10000000	10000000
cpd10584	-57.14	6.7813
cpd10585	-78.299	2.1932
cpd10586	10000000	10000000
cpd10587	-26.98	6.81958
cpd10588	-66.15	6.82574
cpd10589	0.08	4.35975
cpd10590	131.57	5.54032
cpd10591	-100.97	2.76511
cpd10592	-185.64	4.89663
cpd10593	27.57	2.07048
cpd10594	17.43	2.16817
cpd10595	8.97	1.98285
cpd10596	-473.14	0.656716
cpd10597	15.3	2.03803
cpd10598	12.92	2.025
cpd10599	0.65	1.99777
cpd10600	12.6	5.29675
cpd10601	82.89	5.28901
cpd10602	17.68	1.90193
cpd10603	0.61	7.12208
cpd10604	-55.82	6.77423
cpd10605	-15.97	2.37734
cpd10606	-57.41	9.45797
cpd10607	10000000	10000000
cpd10608	-86.9	7.14612
cpd10609	-77.16	7.2199
cpd10610	-124.35	7.16161
cpd10611	41.38	7.06975
cpd10612	30.06	7.41368
cpd10613	-39.7	1.66001
cpd10614	-39.93	10.7034
cpd10615	10000000	10000000
cpd10616	-67.71	7.14326
cpd10617	-39.86	2.84408
cpd10618	16.09	2.00032
cpd10619	-88.3	6.84966
cpd10620	-63.13	6.84211
cpd10621	-102.56	7.01967
cpd10622	-16.39	6.79227
cpd10623	-15.12	4.89946
cpd10624	10000000	10000000
cpd10625	57.09	8.19739
cpd10626	-50.18	6.83177
cpd10627	-36.3	6.8189
cpd10628	-45.19	4.307
cpd10629	-42.82	7.18123
cpd10630	2.94	7.1422
cpd10631	-46.81	4.30253
cpd10632	-82.83	1.76779
cpd10633	61.37	5.32433
cpd10634	-78.06	9.70443
cpd10635	97.99	2.0449
cpd10636	-96.54	6.78624
cpd10637	-134.17	3.0425
cpd10638	-163.41	4.25266
cpd10639	-138.58	3.79446
cpd10640	-138.58	3.79446
cpd10641	-25.41	4.64589
cpd10642	-90.16	6.80603
cpd10643	-96.52	4.43866
cpd10644	-112.13	3.36324
cpd10645	40.48	4.62889
cpd10646	40.48	4.62889
cpd10647	45.84	4.54203
cpd10648	-1.97	2.78706
cpd10649	-163.41	4.25266
cpd10650	-63.03	6.83598
cpd10651	-54.07	4.44009
cpd10652	-44.81	7.12266
cpd10653	-60.61	6.86644
cpd10654	16.02	6.95699
cpd10655	23.11	4.4626
cpd10656	-55.698	9.70274
cpd10657	-81.04	7.12238
cpd10658	-33.51	7.0863
cpd10659	-165.85	3.15968
cpd10660	-57.37	6.78693
cpd10661	10000000	10000000
cpd10662	-49.52	6.98847
cpd10663	10000000	10000000
cpd10664	54.07	7.24907
cpd10665	-123.99	2.50362
cpd10666	-87.6	7.13832
cpd10667	10000000	10000000
cpd10668	22.5	4.32809
cpd10669	-56.29	6.87786
cpd10670	-87.5	4.32371
cpd10671	-46.14	7.31147
cpd10672	-37.8	7.50091
cpd10673	-88.92	7.1385
cpd10674	-66.39	7.13488
cpd10675	9.68	7.56485
cpd10676	-79.15	7.15513
cpd10677	10000000	10000000
cpd10678	-52.69	7.13822
cpd10679	-99.17	6.8503
cpd10680	-64.55	7.74553
cpd10681	-103.57	2.75133
cpd10682	-103.57	2.75133
cpd10683	-129.02	1.22908
cpd10684	10000000	10000000
cpd10685	10000000	10000000
cpd10686	-61.41	9.54352
cpd10687	-94.084	9.47239
cpd10688	-38.71	4.34265
cpd10689	-48.43	4.29984
cpd10690	-77.97	1.24202
cpd10691	-109.34	2.66688
cpd10692	48.52	6.98301
cpd10693	-51.44	6.87622
cpd10694	-31.92	6.87345
cpd10695	-65.14	7.13938
cpd10696	-95.22	6.78431
cpd10697	-4.18	4.80547
cpd10698	-33.53	6.84158
cpd10699	-19.48	4.36082
cpd10700	-19.48	4.36082
cpd10701	10000000	10000000
cpd10702	-31.82	3.70411
cpd10703	-94.1	6.8405
cpd10704	-26.97	6.84888
cpd10705	-68.14	6.78386
cpd10706	-35.54	7.0827
cpd10707	3.11	7.484
cpd10708	23.11	5.76784
cpd10709	-91.61	6.82165
cpd10710	63.06	5.33884
cpd10711	-27.69	7.12384
cpd10712	10000000	10000000
cpd10713	-109.34	2.66688
cpd10714	14.31	4.32459
cpd10715	176.76	4.34493
cpd10716	-68.14	6.78386
cpd10717	-67.32	6.89682
cpd10718	-31.42	6.88664
cpd10719	-65.83	1.97845
cpd10720	43.01	3.31982
cpd10721	-57.92	3.25547
cpd10722	79.63	2.12195
cpd10723	-26.019	4.16227
cpd10724	-72.919	4.17974
cpd10725	-178.3	2.82337
cpd10726	-21.72	1.78441
cpd10727	47.6	7.33913
cpd10728	-131.45	6.78635
cpd10729	-81.04	7.12238
cpd10730	-38.25	7.12968
cpd10731	64.15	3.22958
cpd10732	36.83	3.0098
cpd10733	70.79	5.31789
cpd10734	23.27	3.81079
cpd10735	-71.16	6.83134
cpd10736	51.55	1.99855
cpd10737	56.71	1.90072
cpd10738	46.53	2.16944
cpd10739	90.83	1.94292
cpd10740	-75.01	6.91521
cpd10741	-52.02	7.23422
cpd10742	-57.94	2.53672
cpd10743	-20.06	2.22908
cpd10744	-114	2.56458
cpd10745	-58.65	2.34684
cpd10746	-61.89	2.34026
cpd10747	-60.28	2.49647
cpd10748	-24.45	2.43724
cpd10749	-61.9	2.49184
cpd10750	-79.67	2.74149
cpd10751	-42.24	6.87245
cpd10752	-51.37	7.13638
cpd10753	-63.52	2.49029
cpd10754	-11.42	2.55399
cpd10755	-53.8	2.5454
cpd10756	2.94	6.57391
cpd10757	32.23	4.61952
cpd10758	-60.82	6.88852
cpd10759	10000000	10000000
cpd10760	246.38	10.7897
cpd10761	50.18	2.81342
cpd10762	-115.34	7.06975
cpd10763	-11.09	1.72848
cpd10764	-7.79	4.70677
cpd10765	10000000	10000000
cpd10766	10000000	10000000
cpd10767	10000000	10000000
cpd10768	10000000	10000000
cpd10769	10000000	10000000
cpd10770	-88.92	2.96688
cpd10771	10000000	10000000
cpd10772	-1.83	5.75673
cpd10773	10000000	10000000
cpd10774	-74.28	3.82318
cpd10775	-33.16	2.35409
cpd10776	29.82	1.64404
cpd10777	65.41	2.12724
cpd10778	137.4	5.54743
cpd10779	43.96	4.70424
cpd10780	82.31	8.59556
cpd10781	2.9	5.5029
cpd10782	10000000	10000000
cpd10783	-66.23	1.68306
cpd10784	-47.85	9.72334
cpd10785	10000000	10000000
cpd10786	10000000	10000000
cpd10787	10000000	10000000
cpd10788	18.42	3.67112
cpd10789	-165.04	3.54314
cpd10790	10000000	10000000
cpd10791	-66.23	6.87885
cpd10792	10000000	10000000
cpd10793	-46.13	7.13105
cpd10794	-118.22	2.5934
cpd10795	-0.3	7.14004
cpd10796	-70.29	1.49743
cpd10797	-55.82	6.77423
cpd10798	89.01	3.41217
cpd10799	10000000	10000000
cpd10800	38.4	9.60753
cpd10801	41.51	4.29864
cpd10802	-28.3	6.82834
cpd10803	-128.4	3.1168
cpd10804	-62.85	2.22747
cpd10805	-23.37	2.17408
cpd10806	10000000	10000000
cpd10807	10000000	10000000
cpd10808	10000000	10000000
cpd10809	-58.69	6.79061
cpd10810	-17.53	6.82688
cpd10811	14.61	4.34729
cpd10812	-94.69	2.88873
cpd10813	17.4	6.83403
cpd10814	-11.26	1.9559
cpd10815	82.89	5.28901
cpd10816	-11.67	1.91138
cpd10817	56.28	1.76984
cpd10818	24.23	4.26389
cpd10819	74.71	1.86899
cpd10820	-55.56	6.80531
cpd10821	10000000	10000000
cpd10822	54.99	7.47112
cpd10823	-23.54	4.32598
cpd10824	10000000	10000000
cpd10825	29.5	2.12318
cpd10826	-56.73	8.06708
cpd10827	-13.02	6.84913
cpd10828	-7.56	2.05848
cpd10829	-87.64	6.88142
cpd10830	-83.72	7.21832
cpd10831	-82.36	7.1291
cpd10832	-55.19	6.84187
cpd10833	-83.59	7.32661
cpd10834	10000000	10000000
cpd10835	101.73	1.96672
cpd10836	17.67	4.26122
cpd10837	25.88	3.57585
cpd10838	-56.01	4.82042
cpd10839	-116	1.978
cpd10840	-38.23	6.80886
cpd10841	10000000	10000000
cpd10842	10000000	10000000
cpd10843	-19.34	6.90541
cpd10844	-57.41	9.45797
cpd10845	-105.2	5.27645
cpd10846	10000000	10000000
cpd10848	10000000	10000000
cpd10849	10000000	10000000
cpd10850	-29.34	7.12839
cpd10851	-116.55	7.21209
cpd10852	61.81	8.91907
cpd10853	-85.05	7.47064
cpd10854	14.01	2.78276
cpd10855	-137.21	2.70573
cpd10856	14.01	2.78276
cpd10857	19.58	4.59212
cpd10858	10000000	10000000
cpd10859	10000000	10000000
cpd10860	10000000	10000000
cpd10861	0.56	4.35253
cpd10862	1.94	2.07919
cpd10863	10000000	10000000
cpd10864	61.64	4.11964
cpd10865	-18.6	4.98287
cpd10866	10000000	10000000
cpd10867	-228.92	6.83632
cpd10868	-80.16	4.34461
cpd10869	-23.79	6.85739
cpd10870	-40.14	7.08233
cpd10871	4.82	7.37519
